,Uid,Coral_rank
40799,-155.06108_19.69387,1
40800,-155.06076_19.69388,1
40801,-155.06044_19.69390,1
40802,-155.06012_19.69394,1
40803,-155.05992_19.69342,1
40804,-155.06019_19.69338,1
40805,-155.06047_19.69336,1
40806,-155.06076_19.69334,1
40807,-155.06105_19.69333,1
40808,-155.06103_19.69291,1
40809,-155.06073_19.69293,1
40810,-155.06044_19.69294,1
40811,-155.06014_19.69297,1
40812,-155.05983_19.69301,1
40813,-155.05990_19.69252,1
40814,-155.05989_19.69225,1
40815,-155.05987_19.69197,1
40816,-155.05985_19.69169,1
40817,-155.05982_19.69140,1
40818,-155.05978_19.69105,1
40819,-155.06019_19.69094,1
40820,-155.06045_19.69112,1
40821,-155.06041_19.69147,1
40822,-155.06044_19.69177,1
40823,-155.06045_19.69204,1
40824,-155.06041_19.69239,1
40825,-155.06069_19.69238,1
40826,-155.06099_19.69236,1
40827,-155.06089_19.69202,1
40828,-155.06087_19.69174,1
40829,-155.06085_19.69146,1
40830,-155.06084_19.69118,1
40831,-155.06082_19.69091,1
40832,-155.05920_19.69318,1
40833,-155.05904_19.69238,1
40834,-155.05948_19.69200,1
40835,-155.05943_19.69168,1
40836,-155.05938_19.69141,1
40837,-155.05940_19.69112,1
40838,-155.05917_19.69098,1
40839,-155.05880_19.69103,1
40840,-155.05880_19.69154,1
40841,-155.05887_19.69184,1
40842,-155.05896_19.69211,1
40843,-155.06015_19.69063,1
40844,-155.05982_19.69064,1
40845,-155.05950_19.69065,1
40846,-155.05919_19.69064,1
40847,-155.05887_19.69064,1
40848,-155.05863_19.69336,1
40849,-155.05804_19.69354,1
40850,-155.05717_19.69382,1
40851,-155.05729_19.69421,1
40852,-155.05683_19.69444,1
40853,-155.05664_19.69391,1
40854,-155.05650_19.69351,1
40855,-155.05641_19.69324,1
40856,-155.05632_19.69298,1
40857,-155.05623_19.69272,1
40858,-155.05678_19.69254,1
40859,-155.05687_19.69281,1
40860,-155.05743_19.69319,1
40861,-155.05721_19.69256,1
40862,-155.05769_19.69241,1
40863,-155.05780_19.69272,1
40864,-155.05791_19.69304,1
40865,-155.05826_19.69293,1
40866,-155.05816_19.69263,1
40867,-155.05877_19.69278,1
40868,-155.05847_19.69102,1
40869,-155.05815_19.69102,1
40870,-155.05783_19.69102,1
40871,-155.05751_19.69101,1
40872,-155.05719_19.69101,1
40873,-155.05687_19.69100,1
40874,-155.05656_19.69103,1
40875,-155.05627_19.69113,1
40876,-155.05592_19.69119,1
40877,-155.05571_19.69138,1
40878,-155.05585_19.69168,1
40879,-155.05595_19.69194,1
40880,-155.05605_19.69220,1
40881,-155.05614_19.69246,1
40882,-155.05669_19.69228,1
40883,-155.05660_19.69202,1
40884,-155.05640_19.69169,1
40885,-155.05668_19.69159,1
40886,-155.05698_19.69154,1
40887,-155.05729_19.69154,1
40888,-155.05759_19.69154,1
40889,-155.05787_19.69155,1
40890,-155.05816_19.69155,1
40891,-155.05846_19.69156,1
40892,-155.05856_19.69064,1
40893,-155.05826_19.69063,1
40894,-155.05795_19.69063,1
40895,-155.05765_19.69062,1
40896,-155.05735_19.69062,1
40897,-155.05705_19.69061,1
40898,-155.05673_19.69063,1
40899,-155.05637_19.69072,1
40900,-155.05599_19.69084,1
40901,-155.05561_19.69096,1
40902,-155.08813_19.72000,4
40903,-155.08978_19.72353,4
40904,-155.08991_19.72345,4
40905,-155.09179_19.72458,4
40906,-155.09159_19.72487,4
40907,-155.09143_19.72502,4
40908,-155.09129_19.72518,4
40909,-155.09168_19.72467,4
40910,-155.09216_19.72418,4
40911,-155.09206_19.72438,4
40912,-155.09226_19.72434,4
40913,-155.09192_19.72448,4
40914,-155.09392_19.72430,4
40915,-155.09536_19.72370,4
40916,-155.09569_19.72349,4
40917,-155.09608_19.72384,4
40918,-155.09595_19.72339,4
40919,-155.09651_19.72351,4
40920,-155.09877_19.72128,4
40921,-155.09423_19.72517,4
40922,-155.09448_19.72489,4
40923,-155.09494_19.72486,4
40924,-155.09529_19.72466,4
40925,-155.09698_19.72445,4
40926,-155.09775_19.72362,4
40927,-155.09571_19.72397,4
40928,-155.09554_19.72352,4
40929,-155.09593_19.72456,4
40930,-155.09905_19.72010,4
40931,-155.09725_19.72317,4
40932,-155.09623_19.72446,4
40933,-155.09513_19.72480,4
40934,-155.09502_19.72372,4
40935,-155.09950_19.72191,4
40936,-155.09921_19.72221,4
40937,-155.09902_19.72238,4
40938,-155.09879_19.72261,4
40939,-155.09858_19.72282,4
40940,-155.09840_19.72302,4
40941,-155.09849_19.72211,4
40942,-155.09807_19.72259,4
40943,-155.09740_19.72404,4
40944,-155.09569_19.72463,4
40945,-155.08579_19.71714,4
40946,-155.08531_19.71823,4
40947,-155.08792_19.71616,4
40948,-155.08838_19.71570,4
40949,-155.08809_19.71604,4
40950,-155.08820_19.71586,4
40951,-155.08774_19.71588,4
40952,-155.09641_19.71748,4
40953,-155.09607_19.71765,4
40954,-155.09777_19.71895,4
40955,-155.09741_19.71909,4
40956,-155.09801_19.71863,4
40957,-155.10087_19.71691,4
40958,-155.10080_19.71719,4
40959,-155.10100_19.71742,4
40960,-155.10240_19.71700,4
40961,-155.10156_19.71732,4
40962,-155.10126_19.71673,4
40963,-155.10149_19.71710,4
40964,-155.10249_19.71727,4
40965,-155.10152_19.71676,4
40966,-155.10239_19.71671,4
40967,-155.10062_19.71693,4
40968,-155.10203_19.71702,4
40969,-155.10564_19.71594,4
40970,-155.10546_19.71631,4
40971,-155.10533_19.71515,4
40972,-155.10587_19.71634,4
40973,-155.10595_19.71653,4
40974,-155.10562_19.71652,4
40975,-155.10580_19.71617,4
40976,-155.10536_19.71606,4
40977,-155.10550_19.71565,4
40978,-155.10503_19.71526,4
40979,-155.10539_19.71651,4
40980,-155.09987_19.72158,4
40981,-155.10028_19.71927,4
40982,-155.10009_19.71938,4
40983,-155.09989_19.71950,4
40984,-155.09971_19.71962,4
40985,-155.09952_19.71974,4
40986,-155.09934_19.71987,4
40987,-155.10120_19.71853,4
40988,-155.10095_19.71881,4
40989,-155.10084_19.71906,4
40990,-155.10057_19.71909,4
40991,-155.10162_19.71914,4
40992,-155.10092_19.71957,4
40993,-155.10114_19.71943,4
40994,-155.10015_19.72001,4
40995,-155.10038_19.71990,4
40996,-155.10060_19.71977,4
40997,-155.09962_19.72109,4
40998,-155.10036_19.72133,4
40999,-155.10062_19.72113,4
41000,-155.10070_19.71885,4
41001,-155.11765_19.71859,4
41002,-155.11871_19.71723,4
41003,-155.11942_19.71716,4
41004,-155.12025_19.71707,4
41005,-155.12079_19.71692,4
41006,-155.12127_19.71669,4
41007,-155.12179_19.71639,4
41008,-155.12209_19.71616,4
41009,-155.12243_19.71590,4
41010,-155.12272_19.71567,4
41011,-155.12428_19.71613,4
41012,-155.12401_19.71627,4
41013,-155.12379_19.71645,4
41014,-155.12356_19.71662,4
41015,-155.12329_19.71684,4
41016,-155.12295_19.71710,4
41017,-155.12263_19.71735,4
41018,-155.12240_19.71753,4
41019,-155.12221_19.71768,4
41020,-155.12186_19.71787,4
41021,-155.12111_19.71814,4
41022,-155.11977_19.71836,4
41023,-155.11945_19.71840,4
41024,-155.11916_19.71842,4
41025,-155.11890_19.71845,4
41026,-155.11861_19.71849,4
41027,-155.11820_19.71853,4
41028,-155.11814_19.71787,4
41029,-155.11853_19.71782,4
41030,-155.11882_19.71779,4
41031,-155.11911_19.71776,4
41032,-155.11940_19.71773,4
41033,-155.11969_19.71769,4
41034,-155.11998_19.71766,4
41035,-155.12027_19.71763,4
41036,-155.12053_19.71760,4
41037,-155.12075_19.71758,4
41038,-155.12106_19.71756,4
41039,-155.12089_19.71717,4
41040,-155.12175_19.71716,4
41041,-155.12197_19.71698,4
41042,-155.12220_19.71681,4
41043,-155.12265_19.71646,4
41044,-155.12288_19.71628,4
41045,-155.12311_19.71610,4
41046,-155.12333_19.71593,4
41047,-155.12355_19.71577,4
41048,-155.12375_19.71565,4
41049,-155.11905_19.71720,4
41050,-155.11967_19.71713,4
41051,-155.12157_19.71656,4
41052,-155.12295_19.71550,4
41053,-155.11993_19.71710,4
41054,-155.12051_19.71704,4
41055,-155.11835_19.71735,4
41056,-155.12362_19.71508,4
41057,-155.12394_19.71503,4
41058,-155.12421_19.71494,4
41059,-155.12448_19.71484,4
41060,-155.12504_19.71466,4
41061,-155.12558_19.71447,4
41062,-155.12585_19.71437,4
41063,-155.12673_19.71407,4
41064,-155.12703_19.71397,4
41065,-155.12761_19.71377,4
41066,-155.12788_19.71367,4
41067,-155.12815_19.71358,4
41068,-155.12843_19.71349,4
41069,-155.12870_19.71339,4
41070,-155.12898_19.71330,4
41071,-155.12925_19.71320,4
41072,-155.12953_19.71311,4
41073,-155.12981_19.71301,4
41074,-155.13008_19.71292,4
41075,-155.13029_19.71346,4
41076,-155.13001_19.71355,4
41077,-155.12974_19.71365,4
41078,-155.12946_19.71374,4
41079,-155.12919_19.71384,4
41080,-155.12864_19.71403,4
41081,-155.12809_19.71421,4
41082,-155.12782_19.71431,4
41083,-155.12754_19.71440,4
41084,-155.12727_19.71449,4
41085,-155.12700_19.71459,4
41086,-155.12672_19.71468,4
41087,-155.12633_19.71482,4
41088,-155.12606_19.71491,4
41089,-155.12578_19.71500,4
41090,-155.12551_19.71510,4
41091,-155.12523_19.71519,4
41092,-155.12496_19.71529,4
41093,-155.12469_19.71538,4
41094,-155.12441_19.71547,4
41095,-155.12412_19.71550,4
41096,-155.12612_19.71428,4
41097,-155.13053_19.71409,4
41098,-155.13026_19.71418,4
41099,-155.12998_19.71428,4
41100,-155.12971_19.71437,4
41101,-155.12943_19.71447,4
41102,-155.12916_19.71456,4
41103,-155.12888_19.71466,4
41104,-155.12861_19.71475,4
41105,-155.12833_19.71484,4
41106,-155.12806_19.71494,4
41107,-155.12779_19.71503,4
41108,-155.12724_19.71522,4
41109,-155.12696_19.71531,4
41110,-155.12658_19.71545,4
41111,-155.12631_19.71554,4
41112,-155.12603_19.71563,4
41113,-155.12576_19.71573,4
41114,-155.12521_19.71592,4
41115,-155.12486_19.71599,4
41116,-155.12531_19.71455,4
41117,-155.12730_19.71387,4
41118,-155.12043_19.71639,4
41119,-155.12013_19.71645,4
41120,-155.11981_19.71646,4
41121,-155.11952_19.71647,4
41122,-155.11923_19.71648,4
41123,-155.11864_19.71649,4
41124,-155.11816_19.71668,4
41125,-155.11804_19.71620,4
41126,-155.10927_19.71514,4
41127,-155.10403_19.71346,4
41128,-155.10438_19.71322,4
41129,-155.10478_19.71359,4
41130,-155.10501_19.71382,4
41131,-155.10454_19.71395,4
41132,-155.10439_19.71380,4
41133,-155.10509_19.71317,4
41134,-155.10533_19.71283,4
41135,-155.10556_19.71304,4
41136,-155.10571_19.71319,4
41137,-155.10577_19.71255,4
41138,-155.10635_19.71228,4
41139,-155.10645_19.71261,4
41140,-155.10618_19.71310,4
41141,-155.10822_19.71230,4
41142,-155.10836_19.71246,4
41143,-155.10851_19.71262,4
41144,-155.10865_19.71277,4
41145,-155.10880_19.71293,4
41146,-155.10895_19.71322,4
41147,-155.10789_19.71288,4
41148,-155.10827_19.71311,4
41149,-155.10842_19.71326,4
41150,-155.10872_19.71351,4
41151,-155.10832_19.71374,4
41152,-155.10803_19.71347,4
41153,-155.10780_19.71325,4
41154,-155.10711_19.71328,4
41155,-155.10727_19.71344,4
41156,-155.10742_19.71359,4
41157,-155.10742_19.71414,4
41158,-155.10717_19.71395,4
41159,-155.10695_19.71372,4
41160,-155.10598_19.71461,4
41161,-155.10679_19.71426,4
41162,-155.10805_19.71274,4
41163,-155.10539_19.71348,4
41164,-155.10494_19.71302,4
41165,-155.10480_19.71293,4
41166,-155.10657_19.71406,4
41167,-155.10455_19.71337,4
41168,-155.10753_19.71312,4
41169,-155.10620_19.71424,4
41170,-155.10785_19.71259,4
41171,-155.10036_19.71507,4
41172,-155.10085_19.71498,4
41173,-155.10124_19.71536,4
41174,-155.10154_19.71566,4
41175,-155.10109_19.71577,4
41176,-155.10094_19.71562,4
41177,-155.10062_19.71531,4
41178,-155.10078_19.71546,4
41179,-155.10050_19.71518,4
41180,-155.10125_19.71468,4
41181,-155.10168_19.71452,4
41182,-155.10187_19.71469,4
41183,-155.10202_19.71483,4
41184,-155.10217_19.71498,4
41185,-155.10233_19.71513,4
41186,-155.10248_19.71528,4
41187,-155.10263_19.71543,4
41188,-155.10217_19.71556,4
41189,-155.10202_19.71541,4
41190,-155.10187_19.71526,4
41191,-155.10172_19.71511,4
41192,-155.10221_19.71429,4
41193,-155.10256_19.71406,4
41194,-155.10273_19.71419,4
41195,-155.10288_19.71434,4
41196,-155.10304_19.71449,4
41197,-155.10319_19.71464,4
41198,-155.10334_19.71479,4
41199,-155.10349_19.71494,4
41200,-155.10317_19.71522,4
41201,-155.10302_19.71508,4
41202,-155.10287_19.71493,4
41203,-155.10272_19.71478,4
41204,-155.10257_19.71463,4
41205,-155.10242_19.71448,4
41206,-155.10320_19.71376,4
41207,-155.10373_19.71386,4
41208,-155.10434_19.71445,4
41209,-155.10402_19.71474,4
41210,-155.10387_19.71459,4
41211,-155.10372_19.71445,4
41212,-155.10341_19.71415,4
41213,-155.10326_19.71400,4
41214,-155.10060_19.71593,4
41215,-155.10049_19.71581,4
41216,-155.10037_19.71569,4
41217,-155.10025_19.71557,4
41218,-155.10013_19.71545,4
41219,-155.10000_19.71530,4
41220,-155.08928_19.71683,4
41221,-155.09204_19.71707,4
41222,-155.10392_19.71293,4
41223,-155.10471_19.71274,4
41224,-155.10488_19.71233,4
41225,-155.10509_19.71256,4
41226,-155.10444_19.71250,4
41227,-155.10455_19.71196,4
41228,-155.10439_19.71225,4
41229,-155.10425_19.71211,4
41230,-155.10408_19.71232,4
41231,-155.10373_19.71250,4
41232,-155.10352_19.71261,4
41233,-155.10329_19.71279,4
41234,-155.10426_19.71167,4
41235,-155.10407_19.71178,4
41236,-155.10389_19.71190,4
41237,-155.10371_19.71201,4
41238,-155.10352_19.71213,4
41239,-155.10334_19.71224,4
41240,-155.10315_19.71236,4
41241,-155.10296_19.71247,4
41242,-155.10338_19.71337,4
41243,-155.10321_19.71345,4
41244,-155.10310_19.71311,4
41245,-155.10299_19.71325,4
41246,-155.10287_19.71288,4
41247,-155.10276_19.71302,4
41248,-155.10266_19.71268,4
41249,-155.10238_19.71256,4
41250,-155.10343_19.71090,4
41251,-155.10379_19.71159,4
41252,-155.10364_19.71170,4
41253,-155.10360_19.71108,4
41254,-155.10334_19.71143,4
41255,-155.10320_19.71158,4
41256,-155.10324_19.71107,4
41257,-155.10309_19.71120,4
41258,-155.10292_19.71132,4
41259,-155.11009_19.70795,4
41260,-155.11023_19.70773,4
41261,-155.10842_19.70723,4
41262,-155.09056_19.71355,4
41263,-155.09039_19.71384,4
41264,-155.09000_19.71416,4
41265,-155.08966_19.71467,4
41266,-155.08876_19.71495,4
41267,-155.08918_19.71544,4
41268,-155.09075_19.71385,4
41269,-155.09017_19.71343,4
41270,-155.08995_19.71353,4
41271,-155.09166_19.71244,4
41272,-155.09134_19.71319,4
41273,-155.09200_19.71280,4
41274,-155.09257_19.71248,4
41275,-155.09130_19.71357,4
41276,-155.09140_19.71260,4
41277,-155.09096_19.71266,4
41278,-155.09113_19.71282,4
41279,-155.09089_19.71295,4
41280,-155.09065_19.71308,4
41281,-155.09085_19.71340,4
41282,-155.09111_19.71329,4
41283,-155.09136_19.71375,4
41284,-155.09228_19.71264,4
41285,-155.09169_19.71292,4
41286,-155.10454_19.71143,4
41287,-155.10470_19.71132,4
41288,-155.10485_19.71123,4
41289,-155.10499_19.71113,4
41290,-155.10513_19.71104,4
41291,-155.10527_19.71094,4
41292,-155.10542_19.71085,4
41293,-155.10556_19.71075,4
41294,-155.10570_19.71065,4
41295,-155.10585_19.71056,4
41296,-155.10599_19.71046,4
41297,-155.10613_19.71037,4
41298,-155.10628_19.71027,4
41299,-155.10642_19.71017,4
41300,-155.10656_19.71008,4
41301,-155.10679_19.70992,4
41302,-155.10704_19.71032,4
41303,-155.10690_19.71041,4
41304,-155.10676_19.71050,4
41305,-155.10662_19.71060,4
41306,-155.10648_19.71069,4
41307,-155.10633_19.71079,4
41308,-155.10619_19.71088,4
41309,-155.10605_19.71098,4
41310,-155.10591_19.71107,4
41311,-155.10576_19.71117,4
41312,-155.10562_19.71127,4
41313,-155.10537_19.71144,4
41314,-155.10521_19.71153,4
41315,-155.10490_19.71165,4
41316,-155.10504_19.71180,4
41317,-155.10521_19.71194,4
41318,-155.10547_19.71169,4
41319,-155.10559_19.71183,4
41320,-155.10583_19.71154,4
41321,-155.10597_19.71145,4
41322,-155.10612_19.71135,4
41323,-155.10626_19.71126,4
41324,-155.10640_19.71116,4
41325,-155.10654_19.71107,4
41326,-155.10669_19.71097,4
41327,-155.10683_19.71088,4
41328,-155.10697_19.71078,4
41329,-155.10711_19.71069,4
41330,-155.10728_19.71103,4
41331,-155.10741_19.71116,4
41332,-155.10748_19.71134,4
41333,-155.10754_19.71168,4
41334,-155.10721_19.71169,4
41335,-155.10696_19.71171,4
41336,-155.10695_19.71147,4
41337,-155.10685_19.71132,4
41338,-155.10668_19.71154,4
41339,-155.10659_19.71173,4
41340,-155.10641_19.71182,4
41341,-155.10624_19.71192,4
41342,-155.10606_19.71202,4
41343,-155.10591_19.71217,4
41344,-155.10573_19.71201,4
41345,-155.10538_19.71214,4
41346,-155.10559_19.71234,4
41347,-155.10694_19.70983,4
41348,-155.10711_19.70972,4
41349,-155.10727_19.70961,4
41350,-155.10743_19.70950,4
41351,-155.10759_19.70939,4
41352,-155.10776_19.70928,4
41353,-155.10792_19.70917,4
41354,-155.10808_19.70906,4
41355,-155.10824_19.70893,4
41356,-155.10837_19.70877,4
41357,-155.10846_19.70860,4
41358,-155.10855_19.70845,4
41359,-155.10835_19.70934,4
41360,-155.10817_19.70952,4
41361,-155.10802_19.70966,4
41362,-155.10788_19.70980,4
41363,-155.10769_19.70988,4
41364,-155.10736_19.71011,4
41365,-155.10719_19.71022,4
41366,-155.10726_19.71059,4
41367,-155.10741_19.71047,4
41368,-155.10757_19.71033,4
41369,-155.10777_19.71015,4
41370,-155.10763_19.71094,4
41371,-155.10777_19.71078,4
41372,-155.10790_19.71062,4
41373,-155.10803_19.71045,4
41374,-155.10815_19.71028,4
41375,-155.10828_19.71010,4
41376,-155.10841_19.70993,4
41377,-155.10853_19.70976,4
41378,-155.10865_19.70958,4
41379,-155.10880_19.70939,4
41380,-155.10889_19.70916,4
41381,-155.10872_19.70900,4
41382,-155.10886_19.70871,4
41383,-155.10902_19.70880,4
41384,-155.10922_19.70888,4
41385,-155.10772_19.70899,4
41386,-155.10738_19.70914,4
41387,-155.10719_19.70923,4
41388,-155.10690_19.70943,4
41389,-155.10676_19.70952,4
41390,-155.10661_19.70962,4
41391,-155.10632_19.70993,4
41392,-155.10621_19.70978,4
41393,-155.10604_19.71000,4
41394,-155.10588_19.71009,4
41395,-155.10570_19.71011,4
41396,-155.10552_19.71015,4
41397,-155.10530_19.71021,4
41398,-155.10513_19.71026,4
41399,-155.10530_19.71047,4
41400,-155.10524_19.71066,4
41401,-155.10488_19.71034,4
41402,-155.10471_19.71039,4
41403,-155.10454_19.71044,4
41404,-155.10476_19.71068,4
41405,-155.10477_19.71088,4
41406,-155.10438_19.71082,4
41407,-155.10429_19.71050,4
41408,-155.10410_19.71055,4
41409,-155.10383_19.71065,4
41410,-155.10398_19.71079,4
41411,-155.10412_19.71093,4
41412,-155.10425_19.71106,4
41413,-155.10440_19.71120,4
41414,-155.10627_19.70937,4
41415,-155.10594_19.70952,4
41416,-155.10575_19.70960,4
41417,-155.10557_19.70966,4
41418,-155.10539_19.70971,4
41419,-155.10522_19.70975,4
41420,-155.10487_19.70984,4
41421,-155.10469_19.70989,4
41422,-155.10452_19.70994,4
41423,-155.10434_19.70998,4
41424,-155.10416_19.71003,4
41425,-155.10399_19.71008,4
41426,-155.10381_19.71014,4
41427,-155.10367_19.71025,4
41428,-155.10348_19.71039,4
41429,-155.10340_19.71018,4
41430,-155.10605_19.70926,4
41431,-155.10571_19.70887,4
41432,-155.08196_19.70968,4
41433,-155.08296_19.69395,4
41434,-155.08332_19.69397,4
41435,-155.08359_19.69398,4
41436,-155.08381_19.69398,4
41437,-155.08402_19.69397,4
41438,-155.08423_19.69396,4
41439,-155.08444_19.69394,4
41440,-155.08464_19.69393,4
41441,-155.08485_19.69391,4
41442,-155.08506_19.69390,4
41443,-155.08526_19.69388,4
41444,-155.08546_19.69387,4
41445,-155.08567_19.69385,4
41446,-155.08587_19.69384,4
41447,-155.08608_19.69382,4
41448,-155.08629_19.69381,4
41449,-155.08650_19.69379,4
41450,-155.08670_19.69377,4
41451,-155.08690_19.69376,4
41452,-155.08711_19.69375,4
41453,-155.08752_19.69372,4
41454,-155.08772_19.69371,4
41455,-155.08792_19.69370,4
41456,-155.08813_19.69368,4
41457,-155.08834_19.69367,4
41458,-155.08854_19.69364,4
41459,-155.08875_19.69364,4
41460,-155.08894_19.69363,4
41461,-155.08915_19.69361,4
41462,-155.08936_19.69359,4
41463,-155.08956_19.69358,4
41464,-155.08976_19.69357,4
41465,-155.09030_19.69354,4
41466,-155.09295_19.68418,4
41467,-155.09305_19.68335,4
41468,-155.10099_19.68813,4
41469,-155.09526_19.68530,4
41470,-155.09409_19.68486,4
41471,-155.09312_19.68575,4
41472,-155.09326_19.68730,4
41473,-155.08644_19.64663,3
41474,-155.08825_19.64860,4
41475,-155.08830_19.64434,3
41476,-155.09100_19.64713,4
41477,-155.08994_19.64257,3
41478,-155.09253_19.64540,4
41479,-155.09436_19.64431,3
41480,-155.07649_19.66831,1
41481,-155.07293_19.66628,1
41482,-155.07535_19.66566,1
41483,-155.09178_19.64570,4
41484,-155.09135_19.64588,4
41485,-155.08941_19.64360,3
41486,-155.08982_19.64339,3
41487,-155.09078_19.64367,3
41488,-155.08209_19.65498,2
41489,-155.09425_19.64464,3
41490,-155.09378_19.64487,4
41491,-155.09331_19.64509,4
41492,-155.09306_19.64517,4
41493,-155.06663_19.66167,3
41494,-155.09044_19.64553,4
41495,-155.09292_19.64306,3
41496,-155.09256_19.64304,3
41497,-155.09221_19.64301,3
41498,-155.09153_19.64296,3
41499,-155.08888_19.64382,3
41500,-155.08009_19.65771,2
41501,-155.09420_19.65919,1
41502,-155.09732_19.65556,1
41503,-155.10073_19.65307,1
41504,-155.10296_19.65642,1
41505,-155.10792_19.65988,1
41506,-155.10646_19.65522,1
41507,-155.10892_19.65273,1
41508,-155.10864_19.65082,1
41509,-155.10162_19.65530,1
41510,-155.10903_19.65562,1
41511,-155.10727_19.65623,1
41512,-155.10728_19.65658,1
41513,-155.10763_19.65006,1
41514,-155.10148_19.65688,1
41515,-155.09978_19.65702,1
41516,-155.10958_19.65881,1
41517,-155.10302_19.65360,1
41518,-155.10592_19.65091,1
41519,-155.10761_19.65292,1
41520,-155.09710_19.65285,1
41521,-155.10027_19.65427,1
41522,-155.10873_19.65201,1
41523,-155.10951_19.65811,1
41524,-155.10775_19.65736,1
41525,-155.10603_19.65747,1
41526,-155.10816_19.65375,1
41527,-155.10714_19.65392,1
41528,-155.10631_19.65298,1
41529,-155.10569_19.65367,1
41530,-155.10489_19.65381,1
41531,-155.10476_19.65282,1
41532,-155.10536_19.65215,1
41533,-155.10704_19.65993,1
41534,-155.09783_19.65398,1
41535,-155.11605_19.65567,1
41536,-155.12117_19.65240,1
41537,-155.12346_19.65520,1
41538,-155.12790_19.65401,1
41539,-155.13089_19.65029,1
41540,-155.13433_19.64831,1
41541,-155.13882_19.64816,1
41542,-155.13658_19.65148,1
41543,-155.13400_19.65587,1
41544,-155.12371_19.65784,1
41545,-155.11871_19.65764,1
41546,-155.11688_19.65948,4
41547,-155.12791_19.66097,4
41548,-155.13046_19.65923,4
41549,-155.13233_19.66034,4
41550,-155.13051_19.65684,4
41551,-155.13003_19.65700,4
41552,-155.12952_19.65712,4
41553,-155.11996_19.66617,4
41554,-155.11916_19.66644,4
41555,-155.12008_19.66394,4
41556,-155.11920_19.66399,4
41557,-155.11832_19.66406,4
41558,-155.11476_19.65723,1
41559,-155.13484_19.65429,1
41560,-155.13573_19.65574,1
41561,-155.11258_19.65823,1
41562,-155.11162_19.65792,1
41563,-155.11685_19.65627,1
41564,-155.13496_19.65580,1
41565,-155.12033_19.65143,1
41566,-155.11903_19.65327,1
41567,-155.13285_19.65455,1
41568,-155.13305_19.65635,4
41569,-155.11760_19.65387,1
41570,-155.11833_19.65353,1
41571,-155.13487_19.65266,1
41572,-155.11592_19.66061,1
41573,-155.11668_19.66092,4
41574,-155.13505_19.64606,1
41575,-155.13435_19.64995,1
41576,-155.12107_19.65380,1
41577,-155.13272_19.65845,4
41578,-155.12359_19.65648,1
41579,-155.12353_19.65605,1
41580,-155.11579_19.65730,1
41581,-155.12594_19.65957,4
41582,-155.12548_19.65984,4
41583,-155.12852_19.65820,4
41584,-155.13587_19.65824,4
41585,-155.13594_19.65902,4
41586,-155.13607_19.66061,4
41587,-155.13610_19.66143,4
41588,-155.13466_19.66153,4
41589,-155.13456_19.66072,4
41590,-155.13450_19.65993,4
41591,-155.13444_19.65914,4
41592,-155.13436_19.65740,4
41593,-155.12665_19.66133,4
41594,-155.12592_19.66143,4
41595,-155.13872_19.65674,4
41596,-155.11957_19.65908,1
41597,-155.12121_19.65992,4
41598,-155.12158_19.65960,4
41599,-155.12153_19.65882,1
41600,-155.12101_19.65816,1
41601,-155.12099_19.65782,1
41602,-155.12091_19.65685,1
41603,-155.12361_19.65692,1
41604,-155.12701_19.65311,1
41605,-155.12708_19.65398,1
41606,-155.12729_19.65591,4
41607,-155.12647_19.65572,1
41608,-155.12523_19.65573,1
41609,-155.12563_19.65450,1
41610,-155.12546_19.65379,1
41611,-155.12560_19.65315,1
41612,-155.13276_19.64930,1
41613,-155.13215_19.65202,1
41614,-155.13175_19.65027,1
41615,-155.13101_19.65098,1
41616,-155.12350_19.65562,1
41617,-155.12126_19.64969,1
41618,-155.11997_19.65227,1
41619,-155.11848_19.66035,4
41620,-155.11777_19.66060,4
41621,-155.12008_19.65990,4
41622,-155.12835_19.65385,1
41623,-155.12880_19.65363,1
41624,-155.12939_19.65363,1
41625,-155.11566_19.66396,4
41626,-155.11519_19.66400,4
41627,-155.11471_19.66409,4
41628,-155.11424_19.66416,4
41629,-155.11383_19.66420,4
41630,-155.11513_19.66191,1
41631,-155.11498_19.66070,1
41632,-155.11481_19.65973,1
41633,-155.11712_19.66363,4
41634,-155.11665_19.66376,4
41635,-155.11614_19.66389,4
41636,-155.11301_19.65714,1
41637,-155.11087_19.65816,1
41638,-155.12890_19.66093,4
41639,-155.12844_19.66103,4
41640,-155.13056_19.66034,4
41641,-155.13062_19.66152,4
41642,-155.12989_19.66111,4
41643,-155.13437_19.64755,1
41644,-155.13424_19.64910,1
41645,-155.13507_19.65088,1
41646,-155.12173_19.66180,4
41647,-155.11954_19.66186,4
41648,-155.13468_19.64684,1
41649,-155.13370_19.64761,1
41650,-155.12710_19.62521,3
41651,-155.13212_19.62493,3
41652,-155.12884_19.63383,2
41653,-155.13647_19.63541,1
41654,-155.14084_19.63813,1
41655,-155.13254_19.63913,1
41656,-155.12466_19.64151,1
41657,-155.11928_19.64287,1
41658,-155.11961_19.64960,1
41659,-155.11600_19.65332,1
41660,-155.11524_19.65400,1
41661,-155.11059_19.65553,1
41662,-155.12299_19.64963,1
41663,-155.12695_19.65152,1
41664,-155.12738_19.64438,1
41665,-155.13231_19.64724,1
41666,-155.13200_19.64286,1
41667,-155.12242_19.64510,1
41668,-155.13739_19.62281,3
41669,-155.12316_19.65151,1
41670,-155.12321_19.65213,1
41671,-155.12219_19.65326,1
41672,-155.12306_19.65026,1
