,Uid,In_WellCZ_B
1806,-159.32908_22.08126,True
1807,-159.32827_22.08410,True
1808,-159.36273_22.06695,True
1809,-159.35833_22.06781,True
1810,-159.46613_21.91187,True
1811,-159.36169_22.06920,True
1812,-159.33231_22.08524,True
1813,-159.32493_22.08131,True
1814,-159.35902_22.06795,True
1815,-159.52553_21.93716,True
1816,-159.50352_21.92602,True
1817,-159.46385_21.90968,True
1818,-159.46316_21.90963,True
1819,-159.36043_22.06880,True
1820,-159.36120_22.06840,True
1821,-159.35974_22.06866,True
1822,-159.36207_22.07015,True
1823,-159.32996_22.08244,True
1824,-159.46438_21.91175,True
1825,-159.36227_22.06932,True
1826,-159.30507_22.10167,True
1827,-159.30633_22.10236,True
1828,-159.50330_21.92681,True
1829,-159.35833_22.06821,True
1830,-159.50430_21.92570,True
1831,-159.36010_22.06874,True
1832,-159.36076_22.06886,True
1833,-159.31678_22.13470,True
1834,-159.30684_22.10416,True
1835,-159.35352_22.19693,True
1836,-159.46569_21.91196,True
1837,-159.36265_22.06733,True
1838,-159.32831_22.08647,True
1839,-159.32786_22.08623,True
1840,-159.32604_22.08478,True
1841,-159.32460_22.08236,True
1842,-159.32734_22.08332,True
1843,-159.30584_22.10261,True
1844,-159.36219_22.06741,True
1845,-159.32960_22.08189,True
1846,-159.36050_22.06826,True
1847,-159.36392_22.06564,True
1848,-159.36233_22.06905,True
1849,-159.36025_22.06388,True
1850,-159.50404_21.92984,True
1851,-159.46259_21.90939,True
1852,-159.36367_22.06609,True
1853,-159.36220_22.06960,True
1854,-159.32527_22.08537,True
1855,-159.36429_22.06849,True
1856,-159.32728_22.08512,True
1857,-159.34758_22.06148,True
1858,-159.35851_22.06925,True
1859,-159.36187_22.06844,True
1860,-159.32661_22.08163,True
1861,-159.30647_22.10253,True
1862,-159.30928_22.13676,True
1863,-159.46006_21.90994,True
1864,-159.36370_22.06661,True
1865,-159.32680_22.08592,True
1866,-159.32916_22.08233,True
1867,-159.30614_22.10225,True
1868,-159.32646_22.08502,True
1869,-159.32755_22.08170,True
1870,-159.32885_22.08300,True
1871,-159.31986_22.13460,True
1872,-159.32845_22.08256,True
1873,-156.51562_20.90680,True
1874,-156.51005_20.91484,True
1875,-156.51072_20.91514,True
1876,-156.51303_20.91280,True
1877,-156.51335_20.91249,True
1878,-156.28427_20.92128,True
1879,-156.28349_20.92416,True
1880,-156.28393_20.91114,True
1881,-156.28375_20.91033,True
1882,-156.28713_20.92434,True
1883,-156.51263_20.91389,True
1884,-156.32394_20.90616,True
1885,-156.32043_20.90088,True
1886,-156.32259_20.90621,True
1887,-156.28166_20.90337,True
1888,-156.28150_20.90481,True
1889,-156.27824_20.90154,True
1890,-156.27799_20.89658,True
1891,-156.31810_20.88573,True
1892,-156.30262_20.84005,True
1893,-156.32102_20.89405,True
1894,-156.32001_20.89254,True
1895,-156.31961_20.89212,True
1896,-156.28176_20.90913,True
1897,-156.28300_20.90721,True
1898,-156.28329_20.91303,True
1899,-156.28605_20.91789,True
1900,-156.30981_20.88347,True
1901,-156.31097_20.88268,True
1902,-156.31255_20.88468,True
1903,-156.31153_20.88473,True
1904,-156.31626_20.88263,True
1905,-156.31335_20.88329,True
1906,-156.31358_20.88413,True
1907,-156.31411_20.88378,True
1908,-156.31203_20.88521,True
1909,-156.32128_20.88206,True
1910,-156.32019_20.88242,True
1911,-156.31920_20.88274,True
1912,-156.32014_20.87912,True
1913,-156.27994_20.90101,True
1914,-156.27919_20.90017,True
1915,-156.27894_20.89757,True
1916,-156.27905_20.89702,True
1917,-156.28080_20.89984,True
1918,-156.31857_20.87946,True
1919,-156.31848_20.88029,True
1920,-156.31626_20.87933,True
1921,-156.28524_20.91461,True
1922,-156.28328_20.91214,True
1923,-156.28396_20.91444,True
1924,-156.28207_20.90584,True
1925,-156.51761_20.94245,True
1926,-156.51775_20.94303,True
1927,-156.52740_20.88271,True
1928,-156.51317_20.86083,True
1929,-156.52016_20.94310,True
1930,-156.51699_20.94585,True
1931,-156.51472_20.87140,True
1932,-156.51496_20.87082,True
1933,-156.51498_20.86945,True
1934,-156.53352_20.88367,True
1935,-156.51110_20.85650,True
1936,-156.51557_20.87474,True
1937,-156.51701_20.87338,True
1938,-156.51757_20.87331,True
1939,-156.51755_20.87395,True
1940,-156.52088_20.88305,True
1941,-156.52096_20.88245,True
1942,-156.52721_20.88333,True
1943,-156.52813_20.88280,True
1944,-156.52600_20.88265,True
1945,-156.51653_20.87494,True
1946,-156.51744_20.87566,True
1947,-156.51819_20.87654,True
1948,-156.51813_20.87416,True
1949,-156.31925_20.88132,True
1950,-156.51570_20.87003,True
1951,-156.51561_20.87065,True
1952,-156.53379_20.88363,True
1953,-156.65511_20.89202,True
1954,-156.28244_20.91367,True
1955,-156.51409_20.86224,True
1956,-156.50851_20.90105,True
1957,-156.51230_20.90106,True
1958,-156.51299_20.90124,True
1959,-156.51867_20.88642,True
1960,-156.51610_20.88847,True
1961,-156.51660_20.88757,True
1962,-156.51011_20.89088,True
1963,-156.51057_20.89052,True
1964,-156.51278_20.89010,True
1965,-156.33487_20.88151,True
1966,-156.33553_20.88237,True
1967,-156.33769_20.88272,True
1968,-157.91481_21.61242,True
1969,-158.12572_21.56217,True
1970,-158.11322_21.55270,True
1971,-157.90843_21.39105,True
1972,-154.96059_19.51160,True
1973,-154.96029_19.50900,True
1974,-154.92596_19.52187,True
1975,-154.94777_19.51000,True
1976,-155.00592_19.51295,True
1977,-155.00535_19.51199,True
1978,-155.03907_19.62956,True
1979,-155.03907_19.63013,True
1980,-155.03801_19.62970,True
1981,-155.04933_19.60655,True
1982,-155.10305_19.55623,True
1983,-155.10938_19.55248,True
1984,-155.10704_19.65392,True
1985,-155.10559_19.65367,True
1986,-155.08583_19.67025,True
1987,-155.08799_19.67061,True
1988,-155.09431_19.67311,True
1989,-155.09517_19.67330,True
1990,-155.12582_19.89010,True
1991,-155.14965_19.86801,True
1992,-155.14612_19.87479,True
1993,-155.24579_19.96035,True
1994,-155.47735_20.06733,True
1995,-155.47284_20.07636,True
1996,-155.82289_20.21450,True
1997,-155.82640_20.22124,True
1998,-155.65919_20.02829,True
1999,-155.66140_20.02835,True
2000,-155.66248_20.02666,True
2001,-155.65874_20.02582,True
2002,-155.83397_19.81969,True
2003,-155.83572_19.81971,True
2004,-155.83495_19.81978,True
2005,-155.97427_19.75588,True
2006,-155.97089_19.75041,True
2007,-155.97945_19.72876,True
2008,-155.96691_19.70595,True
2009,-155.96658_19.69406,True
2010,-155.96784_19.70428,True
2011,-155.96619_19.70498,True
2012,-155.96909_19.69283,True
2013,-155.96980_19.69254,True
2014,-155.95537_19.70517,True
2015,-155.96871_19.68694,True
2016,-155.95153_19.64817,True
2017,-155.94936_19.64852,True
2018,-155.94516_19.64909,True
2019,-155.93455_19.61941,True
2020,-155.94448_19.61565,True
2021,-155.94567_19.61542,True
2022,-155.94878_19.61445,True
2023,-155.94326_19.61679,True
2024,-155.94321_19.61490,True
2025,-155.94855_19.61310,True
2026,-155.94819_19.58206,True
2027,-155.94624_19.58891,True
2028,-155.95094_19.58298,True
2029,-155.95239_19.58400,True
2030,-155.94393_19.57986,True
2031,-155.95015_19.57956,True
2032,-155.90888_19.51145,True
2033,-155.91011_19.51169,True
2034,-155.91164_19.50617,True
2035,-155.89049_19.45337,True
2036,-155.88733_19.45727,True
2037,-155.88144_19.45840,True
2038,-155.88033_19.45568,True
2039,-155.88425_19.45342,True
2040,-155.87733_19.46316,True
2041,-155.87653_19.45603,True
2042,-155.87851_19.45623,True
2043,-155.76474_19.09872,True
2044,-155.76218_19.08907,True
2045,-159.36157_22.06975,True
2046,-159.36177_22.06975,True
2047,-159.36318_22.06538,True
2048,-159.36338_22.06538,True
2049,-159.32543_22.08172,True
2050,-159.32563_22.08172,True
2051,-159.46274_21.90879,True
2052,-159.46294_21.90879,True
2053,-159.37859_22.10502,True
2054,-159.32681_22.08363,True
2055,-159.32701_22.08363,True
2056,-159.36297_22.06277,True
2057,-159.36317_22.06277,True
2058,-159.36648_22.06683,True
2059,-159.32632_22.08183,True
2060,-159.32652_22.08183,True
2061,-159.35966_22.06485,True
2062,-159.35986_22.06485,True
2063,-159.30664_22.10349,True
2064,-159.30684_22.10349,True
2065,-159.36266_22.06406,True
2066,-159.36286_22.06406,True
2067,-159.46217_21.91271,True
2068,-159.46237_21.91271,True
2069,-159.35516_22.19435,True
2070,-159.35536_22.19435,True
2071,-159.30675_22.10391,True
2072,-159.30695_22.10391,True
2073,-156.54045_20.97499,True
2074,-156.54065_20.97499,True
2075,-156.28129_20.90224,True
2076,-156.28149_20.90224,True
2077,-156.30469_20.84494,True
2078,-156.30489_20.84494,True
2079,-156.28107_20.90047,True
2080,-156.28127_20.90047,True
2081,-156.28519_20.92182,True
2082,-156.28539_20.92182,True
2083,-156.51778_20.94514,True
2084,-156.51798_20.94514,True
2085,-155.10526_19.65215,True
2086,-155.10546_19.65215,True
2087,-155.13306_19.83730,True
2088,-155.13326_19.83730,True
2089,-155.13002_19.88724,True
2090,-155.13022_19.88724,True
2091,-155.47314_20.06976,True
2092,-155.47334_20.06976,True
2093,-155.46631_20.07985,True
2094,-155.46651_20.07985,True
2095,-155.46864_20.08089,True
2096,-155.46884_20.08089,True
2097,-155.82366_20.21980,True
2098,-155.82386_20.21980,True
2099,-155.83805_19.81948,True
2100,-155.83825_19.81948,True
2101,-155.97942_19.72971,True
2102,-155.97962_19.72971,True
2103,-155.96824_19.69300,True
2104,-155.96844_19.69300,True
2105,-155.96057_19.70608,True
2106,-155.96077_19.70608,True
2107,-155.94986_19.64775,True
2108,-155.95006_19.64775,True
2109,-155.94857_19.61416,True
2110,-155.94877_19.61416,True
2111,-155.94566_19.61493,True
2112,-155.94586_19.61493,True
2113,-155.88100_19.45420,True
2114,-155.88120_19.45420,True
2115,-155.88492_19.45444,True
2116,-155.88512_19.45444,True
2117,-159.42231_22.18663,True
2118,-159.42251_22.18663,True
2119,-159.42241_22.18673,True
2120,-159.32881_22.08546,True
2121,-159.32901_22.08546,True
2122,-159.32891_22.08556,True
2123,-159.36103_22.06310,True
2124,-159.36123_22.06310,True
2125,-159.36113_22.06320,True
2126,-159.50396_21.92421,True
2127,-159.50416_21.92421,True
2128,-159.50406_21.92431,True
2129,-156.32196_20.90516,True
2130,-156.32216_20.90516,True
2131,-156.32206_20.90526,True
2132,-157.89331_21.58220,True
2133,-157.89351_21.58220,True
2134,-157.89341_21.58230,True
2135,-154.95996_19.51110,True
2136,-154.96016_19.51110,True
2137,-154.96006_19.51120,True
2138,-155.47399_20.08038,True
2139,-155.47419_20.08038,True
2140,-155.47409_20.08048,True
2141,-155.82533_20.23221,True
2142,-155.82553_20.23221,True
2143,-155.82543_20.23231,True
2144,-155.94507_19.64829,True
2145,-159.43468_22.18528,True
2146,-159.43488_22.18528,True
2147,-159.43478_22.18538,True
2148,-159.43478_22.18518,True
2149,-159.34771_22.06112,True
2150,-159.34791_22.06112,True
2151,-159.34781_22.06122,True
2152,-159.34781_22.06102,True
2153,-155.46609_20.08032,True
2154,-155.46629_20.08032,True
2155,-155.46619_20.08042,True
2156,-155.46619_20.08022,True
2157,-156.63619_20.94903,True
2158,-156.63639_20.94903,True
2159,-156.63629_20.94913,True
2160,-156.63629_20.94893,True
2161,-155.82659_20.23539,True
2162,-155.82659_20.23549,True
2163,-155.88136_19.45576,True
2164,-155.88156_19.45576,True
2165,-155.88146_19.45586,True
2166,-155.88146_19.45566,True
2167,-155.88136_19.45586,True
2168,-155.88136_19.45566,True
2169,-155.94837_19.76392,True
2170,-155.94645_19.76426,True
